Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
Ceres Hospital,19.30083,-33.363,District Hospital,Western Cape,Cape Winelands District Municipality,Witzenberg Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,86,,0,0,,1,1,,,,,ZA-WC,
Netcare Ceres Hospital,19.3094,-33.3607,Private Hospital,Western Cape,Cape Winelands District Municipality,Witzenberg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,28,,6,,,,1,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Ceres-Hospital,ZA-WC,
Murraysburg Hospital,23.76917,-31.9625,District Hospital,Western Cape,Central Karoo District Municipality,Beaufort West Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,14,,1,1,,1,0,,,,,ZA-WC,
Laingsburg Hospital,20.85028,-33.1944,District Hospital,Western Cape,Central Karoo District Municipality,Beaufort West Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,20,,1,1,,1,1,,,,,ZA-WC,
Prince Albert Hospital,22.02583,-33.2166,District Hospital,Western Cape,Central Karoo District Municipality,Prince Albert Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,29,,3,3,,0,1,,,,,ZA-WC,
Busamed Paardevlei Private Hospital,18.816546,-34.09471,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.busamed.co.za/paardevlei/,ZA-WC,
Eerste River Hospital,18.71907,-33.9972,District Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,"Child health,Basic antenatal care,Antiretroviral Services,Family planning,General HIV care,STI assessment and treatment and other services",,130,,32,32,,3,3,,,,,ZA-WC,
Eerste River Medi-City Clinic,18.724464,-34.009029,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
Helderberg Hospital,18.856761,-34.0768,District Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,169,,34,34,,2,1,,,,https://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_western_cape_south_africa/helderberg_hospital_somerset_west_cape_town_western_cape_south_africa,ZA-WC,
Mediclinic Strand Hospital,18.838289,-34.1137,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,24,,14,,,,2,,,,https://www.mediclinic.co.za/en/strand/home.html,ZA-WC,
Mediclinic Vergelegen Hospital,18.858151,-34.0914,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,237,,106,,,,7,,,,https://www.mediclinic.co.za/en/vergelegen/home.html,ZA-WC,
Netcare Kuils River Hospital,18.674902,-33.9187,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,182,,71,,,,5,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Kuilsriver-Hospital,ZA-WC,
NHN Life Path Helderberg Hospital,18.838131,-34.1127,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifepathgroup.co.za/helderberg-clinic/,ZA-WC,
NHN Spescare Sub-Acute Hospital,18.838046,-34.1128,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Eastern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://spescare.co.za/sub-acute-care-programs/,ZA-WC,
Mediclinic Cape Gate Hospital,18.697091,-33.8494,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,140,,45,,,,5,,,,https://www.mediclinic.co.za/en/cape-gate/home.html,ZA-WC,
Mediclinic Durbanville Hospital,18.655261,-33.826,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,210,,89,,,,8,,,,https://www.mediclinic.co.za/en/durbanville/home.html,ZA-WC,
Mediclinic Panorama Hospital,18.577052,-33.8753,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,400,,200,,,,12,,,,https://www.mediclinic.co.za/en/panorama/home.html,ZA-WC,
Monte Vista Hospital,18.55638,-33.8775,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,,Relevant Private Facility services – visit their website for more details,,24,,24,,,,3,,,,,ZA-WC,
NHN Icare Tyger Valley SA Hospital,18.637139,-33.8722,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.intercare.co.za/facilities/intercare-tyger-valley?service=sub-acute-hospitals,ZA-WC,
NHN M-Care Cape View Hospital,18.564195,-33.8926,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Northern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://nurturehealth.net/cape-view/,ZA-WC,
DP Marais TB Hospital,18.46033,-34.0619,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,TB and related services,,260,,,,,,,,,,,ZA-WC,
Mediclinic Marapong,27.698209,-23.686846,Private Hospital,Limpopo,Waterberg District Municipality,Lephalale Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,12,,6,,,,1,,,,https://www.mediclinic.co.za/en/lephalale/home.html,ZA-LP,
False Bay Hospital,18.416805,-34.1319,District Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,65,,7,7,,1,2,,,,https://fbht.org/false-bay-hospital/,ZA-WC,
Kenilworth Hospital,18.47313,-33.9948,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
Life Claremont Hospital,18.466387,-33.9865,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,88,,33,,,,4,,,,https://www.saprivatehospitals.com/western-cape/claremont-hospital-life-health/,ZA-WC,
Life Kingsbury Hospital,18.468447,-33.9861,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,138,,21,,,,11,,,,https://www.lifehealthcare.co.za/hospitals/western-cape/cape-town/life-kingsbury-hospital/,ZA-WC,
Life Sports Science Ortho,18.467425,-33.9713,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/western-cape/cape-town/life-sports-science-orthopaedic-surgical-day-centre/,ZA-WC,
Mediclinic Constantiaberg Hospital,18.460908,-34.0265,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,238,,36,,,,8,,,,https://www.mediclinic.co.za/en/constantiaberg/home.html,ZA-WC,
Mediclinic Const Neonatal Hospital,18.46095,-34.0266,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
Melomed Tokai Private Hospital,18.461124,-33.990979,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.melomed.co.za/melomedtokai.asp,ZA-WC,
Mowbray Maternity Hospital,18.47489,-33.949,Regional Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,205,,,,,,,,,,http://www.mowbraymaternityhospital.co.za/,ZA-WC,
Netcare Southern Cross Hospital,18.46923,-34.0047,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
Newlands Surgical Hospital,18.466055,-33.9769,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
NHN M-Care Newlands Hospital,18.467383,-33.9712,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://nurturehealth.net/newlands/,ZA-WC,
Pr Alice Ortho Hospital,18.459306,-33.9427,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC,
Red Cross Children's Hospital,18.48707,-33.9531,Tertiary Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,270,,60,60,,2,11,,,,https://www.childrenshospitaltrust.org.za/the-hospital/,ZA-WC,
SAMHS 2 Mil Hospital,18.453257,-34.0045,Military Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC,
Victoria Hospital,18.459317,-34.011913,District Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Southern Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,110,,0,0,,1,1,,,,https://www.westerncape.gov.za/facility/victoria-hospital,ZA-WC,
Alexandra Hospital,18.48448,-33.93,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,300,,,,,,,,,,,ZA-WC,
Brooklyn Chest Hospital,18.4853,-33.8999,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,349,,,,,,,,,,https://task.org.za/task-applied-science-brooklyn/,ZA-WC,
Conradie Hospital,18.5212,-33.9237,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC,
Groote Schuur Hospital,18.465164,-33.9408,Central Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,945,,97,97,,57,26,,,,https://www.gsh.co.za/,ZA-WC,
Groote Schuur Level 2 Hospital,18.465164,-33.9408,District Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC,
Life Orthopaedic Hospital,18.489836,-33.9442,Specialised Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/western-cape/cape-town/life-orthopaedic-hospital/,ZA-WC,
Groote Schuur Hospital (Private Ward G4),18.465164,-33.940849,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC,
Life Vincent Pallotti Hospital,18.490442,-33.9432,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,273,,64,,,,12,,,,https://www.lifehealthcare.co.za/hospitals/western-cape/cape-town/life-vincent-pallotti-hospital/,ZA-WC,
Mediclinic Cape Town Hospital,18.410452,-33.9357,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,125,,37,,,,5,,,,https://www.mediclinic.co.za/en/cape-town/home.html,ZA-WC,
Mediclinic Milnerton Hospital,18.506922,-33.8654,Private Hospital,Western Cape,City of Cape Town Metropolitan Municipality,Cape Town Western Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,139,,60,,,,5,,,,https://www.mediclinic.co.za/en/milnerton/home.html,ZA-WC,
